fecha,producto,categoria,cantidad,precio_unitario,total,dia_semana,mes,semana_anio,es_finde,es_feriado,es_puente,dias_distancia_cobro,pico_comida_rapida,fase_liquidez,promocion,es_evento_especial,lluvia_nocturna_mm,temp_nocturna_promed
2022-08-19,Pepito Carne,Pepito,1,9.0,9.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Monstrico,Pepito,4,3.5,14.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Salchipapa,Papas,12,2.0,24.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Papipollo,Papas,2,2.5,5.0,4,8,33,0,0,0,4,0,1,1,0,0.6,25.72
2022-08-19,Papichancho,Papas,2,3.5,7.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Papaparillera,Papas,5,8.0,40.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Porción de Papa,Papas,2,1.5,3.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Bandejita Con Todo,Bandejitas,2,3.5,7.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Bandejita La Bestia,Bandejitas,5,5.0,25.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Arepa Dominó,Arepas,2,2.5,5.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Arepa Catira,Arepas,1,3.5,3.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Arepa Rumbera,Arepas,8,3.5,28.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Arepa Pelúa,Arepas,2,3.0,6.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Arepa Llanera,Arepas,3,3.5,10.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Arepa Sifrina,Arepas,3,3.0,9.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Arepa Perico,Arepas,2,2.5,5.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Patacón Carne Mechada,Patacones,3,4.0,12.0,4,8,33,0,0,0,4,0,1,1,0,0.6,25.72
2022-08-19,Patacón Pollo Mechado,Patacones,1,4.0,4.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Patacón Carne Hamburguesa,Patacones,3,3.5,10.5,4,8,33,0,0,0,4,0,1,1,0,0.6,25.72
2022-08-19,Patacón Chancho,Patacones,1,4.5,4.5,4,8,33,0,0,0,4,0,1,1,0,0.6,25.72
2022-08-19,Patacón Parrillero,Patacones,3,4.5,13.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Viuda,Cachapas,2,1.5,3.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Sencilla,Cachapas,4,4.5,18.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Chorizo,Cachapas,4,6.5,26.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Pollo Mechado,Cachapas,3,6.5,19.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Chancho,Cachapas,3,7.5,22.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Carne Mechada,Cachapas,5,6.5,32.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Parrillera,Cachapas,3,11.5,34.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Llanera,Cachapas,1,7.5,7.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cachapa Chuleta Ahumada,Cachapas,1,8.0,8.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Jumbo Sencillo,Hotdogs,15,1.5,22.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Jumbo Especial,Hotdogs,9,2.0,18.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Jumbo Mega,Hotdogs,1,2.5,2.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Choriperro,Hotdogs,6,2.0,12.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Agua 300ml,Bebidas,15,0.5,7.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Jugo Natural Maracuyá,Bebidas,9,0.75,6.75,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Jugo Natural Mora,Bebidas,2,0.75,1.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Nutrimalta 350ml,Bebidas,8,0.5,4.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Nutrimalta 550ml,Bebidas,6,1.0,6.0,4,8,33,0,0,0,4,0,1,1,0,0.6,25.72
2022-08-19,Cola Coca-Cola,Bebidas,17,0.5,8.5,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cola Sprite,Bebidas,8,0.5,4.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cola Fanta,Bebidas,4,0.5,2.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cola Inca,Bebidas,10,0.5,5.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-19,Cola Tropical,Bebidas,4,0.5,2.0,4,8,33,0,0,0,4,0,1,0,0,0.6,25.72
2022-08-20,La Sencilla,Hamburguesas,28,2.0,56.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,La Especial,Hamburguesas,9,2.25,20.25,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,La Sub-Especial,Hamburguesas,10,2.75,27.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,La Completa,Hamburguesas,16,3.0,48.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Pollo Sencilla,Hamburguesas,4,2.75,11.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Pollo Completa,Hamburguesas,3,3.25,9.75,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Lomo Sencilla,Hamburguesas,12,3.25,39.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Lomo Completa,Hamburguesas,4,3.75,15.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Chancho Sencilla,Hamburguesas,2,2.75,5.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Chancho Completa,Hamburguesas,7,3.25,22.75,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Doble Carne,Hamburguesas,4,3.75,15.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,La Monster,Hamburguesas,4,4.25,17.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Pepito Sencillo,Pepito,15,7.0,105.0,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Pepito Completo,Pepito,19,8.5,161.5,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Pepito Pollo,Pepito,6,8.0,48.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Pepito Carne,Pepito,3,9.0,27.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Pepito Monster,Pepito,6,11.0,66.0,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Monstrico,Pepito,2,3.5,7.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Salchipapa,Papas,10,2.0,20.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Papipollo,Papas,9,2.5,22.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Papichancho,Papas,2,3.5,7.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Papaparillera,Papas,7,8.0,56.0,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Porción de Papa,Papas,4,1.5,6.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Bandejita Con Todo,Bandejitas,1,3.5,3.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Bandejita La Bestia,Bandejitas,3,5.0,15.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Arepa Catira,Arepas,1,3.5,3.5,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Arepa Reina Pepiada,Arepas,1,3.5,3.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Arepa Rumbera,Arepas,20,3.5,70.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Arepa Pelúa,Arepas,2,3.0,6.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Arepa Llanera,Arepas,1,3.5,3.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Arepa Sifrina,Arepas,2,3.0,6.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Arepa Perico,Arepas,5,2.5,12.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Patacón Carne Mechada,Patacones,2,4.0,8.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Patacón Pollo Mechado,Patacones,1,4.0,4.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Patacón Carne Hamburguesa,Patacones,5,3.5,17.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Patacón Chancho,Patacones,2,4.5,9.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Patacón Parrillero,Patacones,5,4.5,22.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cachapa Viuda,Cachapas,1,1.5,1.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cachapa Chorizo,Cachapas,5,6.5,32.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cachapa Pollo Mechado,Cachapas,3,6.5,19.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cachapa Tocineta,Cachapas,2,7.0,14.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cachapa Chancho,Cachapas,3,7.5,22.5,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Cachapa Carne Mechada,Cachapas,2,6.5,13.0,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Cachapa Parrillera,Cachapas,3,11.5,34.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cachapa Llanera,Cachapas,5,7.5,37.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cachapa Chuleta Ahumada,Cachapas,2,8.0,16.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Jumbo Sencillo,Hotdogs,32,1.5,48.0,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Jumbo Especial,Hotdogs,20,2.0,40.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Jumbo Mega,Hotdogs,9,2.5,22.5,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Choriperro,Hotdogs,7,2.0,14.0,5,8,33,1,0,0,5,0,1,1,0,0.0,26.58
2022-08-20,Agua 300ml,Bebidas,15,0.5,7.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Jugo Natural Maracuyá,Bebidas,7,0.75,5.25,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Jugo Natural Mora,Bebidas,7,0.75,5.25,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Nutrimalta 350ml,Bebidas,13,0.5,6.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Nutrimalta 550ml,Bebidas,2,1.0,2.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cola Coca-Cola,Bebidas,28,0.5,14.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cola Sprite,Bebidas,12,0.5,6.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cola Fanta,Bebidas,10,0.5,5.0,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cola Inca,Bebidas,3,0.5,1.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-20,Cola Tropical,Bebidas,5,0.5,2.5,5,8,33,1,0,0,5,0,1,0,0,0.0,26.58
2022-08-21,La Sencilla,Hamburguesas,19,2.0,38.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,La Especial,Hamburguesas,12,2.25,27.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,La Sub-Especial,Hamburguesas,4,2.75,11.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,La Completa,Hamburguesas,11,3.0,33.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Pollo Sencilla,Hamburguesas,5,2.75,13.75,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Pollo Completa,Hamburguesas,1,3.25,3.25,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Lomo Sencilla,Hamburguesas,6,3.25,19.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Lomo Completa,Hamburguesas,3,3.75,11.25,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Chancho Sencilla,Hamburguesas,4,2.75,11.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Chancho Completa,Hamburguesas,6,3.25,19.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Doble Carne,Hamburguesas,1,3.75,3.75,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,La Monster,Hamburguesas,4,4.25,17.0,6,8,33,1,0,0,6,0,1,1,0,0.0,25.29
2022-08-21,Pepito Sencillo,Pepito,10,7.0,70.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Pepito Completo,Pepito,13,8.5,110.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Pepito Pollo,Pepito,4,8.0,32.0,6,8,33,1,0,0,6,0,1,1,0,0.0,25.29
2022-08-21,Pepito Carne,Pepito,2,9.0,18.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Pepito Monster,Pepito,1,11.0,11.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Monstrico,Pepito,7,3.5,24.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Salchipapa,Papas,4,2.0,8.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Papipollo,Papas,1,2.5,2.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Papichancho,Papas,4,3.5,14.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Papaparillera,Papas,2,8.0,16.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Porción de Papa,Papas,4,1.5,6.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Bandejita Con Todo,Bandejitas,1,3.5,3.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Bandejita La Bestia,Bandejitas,3,5.0,15.0,6,8,33,1,0,0,6,0,1,1,0,0.0,25.29
2022-08-21,Arepa Dominó,Arepas,1,2.5,2.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Arepa Catira,Arepas,4,3.5,14.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Arepa Reina Pepiada,Arepas,1,3.5,3.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Arepa Rumbera,Arepas,10,3.5,35.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Arepa Pelúa,Arepas,2,3.0,6.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Arepa Sifrina,Arepas,2,3.0,6.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Arepa Perico,Arepas,3,2.5,7.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Patacón Pollo Mechado,Patacones,4,4.0,16.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Patacón Carne Hamburguesa,Patacones,5,3.5,17.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Patacón Chancho,Patacones,1,4.5,4.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Patacón Parrillero,Patacones,1,4.5,4.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Sencilla,Cachapas,1,4.5,4.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Chorizo,Cachapas,2,6.5,13.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Pollo Mechado,Cachapas,2,6.5,13.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Tocineta,Cachapas,1,7.0,7.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Chancho,Cachapas,7,7.5,52.5,6,8,33,1,0,0,6,0,1,1,0,0.0,25.29
2022-08-21,Cachapa Carne Mechada,Cachapas,2,6.5,13.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Parrillera,Cachapas,2,11.5,23.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Llanera,Cachapas,5,7.5,37.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cachapa Chuleta Ahumada,Cachapas,1,8.0,8.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Jumbo Sencillo,Hotdogs,11,1.5,16.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Jumbo Especial,Hotdogs,20,2.0,40.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Jumbo Mega,Hotdogs,14,2.5,35.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Choriperro,Hotdogs,2,2.0,4.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Agua 300ml,Bebidas,18,0.5,9.0,6,8,33,1,0,0,6,0,1,1,0,0.0,25.29
2022-08-21,Jugo Natural Maracuyá,Bebidas,2,0.75,1.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Jugo Natural Mora,Bebidas,9,0.75,6.75,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Nutrimalta 350ml,Bebidas,5,0.5,2.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Nutrimalta 550ml,Bebidas,2,1.0,2.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cola Coca-Cola,Bebidas,19,0.5,9.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cola Sprite,Bebidas,9,0.5,4.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cola Fanta,Bebidas,9,0.5,4.5,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cola Inca,Bebidas,2,0.5,1.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-21,Cola Tropical,Bebidas,6,0.5,3.0,6,8,33,1,0,0,6,0,1,0,0,0.0,25.29
2022-08-22,La Sencilla,Hamburguesas,14,2.0,28.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,La Especial,Hamburguesas,8,2.25,18.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,La Sub-Especial,Hamburguesas,3,2.75,8.25,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,La Completa,Hamburguesas,8,3.0,24.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Pollo Sencilla,Hamburguesas,3,2.75,8.25,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Pollo Completa,Hamburguesas,1,3.25,3.25,0,8,34,0,0,0,7,0,1,1,0,0.0,24.86
2022-08-22,Lomo Sencilla,Hamburguesas,3,3.25,9.75,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Lomo Completa,Hamburguesas,3,3.75,11.25,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Chancho Sencilla,Hamburguesas,2,2.75,5.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Chancho Completa,Hamburguesas,5,3.25,16.25,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Doble Carne,Hamburguesas,4,3.75,15.0,0,8,34,0,0,0,7,0,1,1,0,0.0,24.86
2022-08-22,La Monster,Hamburguesas,1,4.25,4.25,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Pepito Sencillo,Pepito,11,7.0,77.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Pepito Completo,Pepito,15,8.5,127.5,0,8,34,0,0,0,7,0,1,1,0,0.0,24.86
2022-08-22,Pepito Pollo,Pepito,2,8.0,16.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Pepito Carne,Pepito,5,9.0,45.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Pepito Monster,Pepito,1,11.0,11.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Monstrico,Pepito,3,3.5,10.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Salchipapa,Papas,6,2.0,12.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Papichancho,Papas,3,3.5,10.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Papaparillera,Papas,1,8.0,8.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Porción de Papa,Papas,2,1.5,3.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Bandejita Con Todo,Bandejitas,2,3.5,7.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Arepa Dominó,Arepas,4,2.5,10.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Arepa Catira,Arepas,1,3.5,3.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Arepa Rumbera,Arepas,4,3.5,14.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Arepa Pelúa,Arepas,3,3.0,9.0,0,8,34,0,0,0,7,0,1,1,0,0.0,24.86
2022-08-22,Arepa Llanera,Arepas,1,3.5,3.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Arepa Perico,Arepas,2,2.5,5.0,0,8,34,0,0,0,7,0,1,1,0,0.0,24.86
2022-08-22,Patacón Carne Mechada,Patacones,2,4.0,8.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Patacón Pollo Mechado,Patacones,1,4.0,4.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Patacón Chancho,Patacones,1,4.5,4.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Viuda,Cachapas,1,1.5,1.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Sencilla,Cachapas,2,4.5,9.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Chorizo,Cachapas,4,6.5,26.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Pollo Mechado,Cachapas,1,6.5,6.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Tocineta,Cachapas,1,7.0,7.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Carne Mechada,Cachapas,3,6.5,19.5,0,8,34,0,0,0,7,0,1,1,0,0.0,24.86
2022-08-22,Cachapa Parrillera,Cachapas,1,11.5,11.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Llanera,Cachapas,1,7.5,7.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Cachapa Chuleta Ahumada,Cachapas,4,8.0,32.0,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
2022-08-22,Jumbo Sencillo,Hotdogs,19,1.5,28.5,0,8,34,0,0,0,7,0,1,0,0,0.0,24.86
