fecha,producto,categoria,cantidad,precio_unitario,total,dia_semana,mes,semana_anio,es_finde,es_feriado,es_puente,es_quincena,promocion,descuento_pct
2020-07-29,Hamburguesa Clásica,Platos,22,4.5,99.0,2,7,31,0,0,0,0,0,0
2020-07-29,Hamburguesa Especial,Platos,9,6.5,58.5,2,7,31,0,0,0,0,0,0
2020-07-29,Pizza Familiar,Platos,9,12.0,108.0,2,7,31,0,0,0,0,0,0
2020-07-29,Pizza Personal,Platos,20,7.0,140.0,2,7,31,0,0,0,0,1,0
2020-07-29,Papas Fritas,Acompañamientos,50,2.5,125.0,2,7,31,0,0,0,0,1,0
2020-07-29,Papas con Queso,Acompañamientos,18,3.5,63.0,2,7,31,0,0,0,0,1,0
2020-07-29,Pollo Broaster,Platos,12,6.5,78.0,2,7,31,0,0,0,0,0,0
2020-07-29,Alitas BBQ,Acompañamientos,8,8.0,64.0,2,7,31,0,0,0,0,0,0
2020-07-29,Gaseosa,Bebidas,36,1.5,54.0,2,7,31,0,0,0,0,0,0
2020-07-29,Jugo Natural,Bebidas,29,2.0,58.0,2,7,31,0,0,0,0,1,0
2020-07-29,Ensalada César,Acompañamientos,9,5.0,45.0,2,7,31,0,0,0,0,0,0
2020-07-29,Hot Dog,Platos,11,3.0,33.0,2,7,31,0,0,0,0,0,0
2020-07-29,Brownie,Postres,10,2.5,25.0,2,7,31,0,0,0,0,0,0
2020-07-30,Hamburguesa Clásica,Platos,26,4.5,117.0,3,7,31,0,0,0,0,0,0
2020-07-30,Hamburguesa Especial,Platos,22,6.5,143.0,3,7,31,0,0,0,0,1,20
2020-07-30,Pizza Familiar,Platos,15,12.0,180.0,3,7,31,0,0,0,0,1,0
2020-07-30,Pizza Personal,Platos,12,7.0,84.0,3,7,31,0,0,0,0,0,0
2020-07-30,Papas Fritas,Acompañamientos,25,2.5,62.5,3,7,31,0,0,0,0,0,15
2020-07-30,Papas con Queso,Acompañamientos,21,3.5,73.5,3,7,31,0,0,0,0,1,0
2020-07-30,Pollo Broaster,Platos,15,6.5,97.5,3,7,31,0,0,0,0,0,0
2020-07-30,Alitas BBQ,Acompañamientos,9,8.0,72.0,3,7,31,0,0,0,0,0,0
2020-07-30,Gaseosa,Bebidas,42,1.5,63.0,3,7,31,0,0,0,0,1,0
2020-07-30,Jugo Natural,Bebidas,16,2.0,32.0,3,7,31,0,0,0,0,0,0
2020-07-30,Ensalada César,Acompañamientos,10,5.0,50.0,3,7,31,0,0,0,0,0,0
2020-07-30,Hot Dog,Platos,11,3.0,33.0,3,7,31,0,0,0,0,0,0
2020-07-30,Brownie,Postres,9,2.5,22.5,3,7,31,0,0,0,0,0,0
2020-07-31,Hamburguesa Clásica,Platos,27,4.5,121.5,4,7,31,0,0,0,0,0,0
2020-07-31,Hamburguesa Especial,Platos,27,6.5,175.5,4,7,31,0,0,0,0,1,0
2020-07-31,Pizza Familiar,Platos,36,12.0,432.0,4,7,31,0,0,0,0,1,0
2020-07-31,Pizza Personal,Platos,23,7.0,161.0,4,7,31,0,0,0,0,0,0
2020-07-31,Papas Fritas,Acompañamientos,49,2.5,122.5,4,7,31,0,0,0,0,1,0
2020-07-31,Papas con Queso,Acompañamientos,19,3.5,66.5,4,7,31,0,0,0,0,0,0
2020-07-31,Pollo Broaster,Platos,13,6.5,84.5,4,7,31,0,0,0,0,0,0
2020-07-31,Alitas BBQ,Acompañamientos,17,8.0,136.0,4,7,31,0,0,0,0,0,0
2020-07-31,Gaseosa,Bebidas,42,1.5,63.0,4,7,31,0,0,0,0,0,0
2020-07-31,Jugo Natural,Bebidas,38,2.0,76.0,4,7,31,0,0,0,0,0,15
2020-07-31,Ensalada César,Acompañamientos,9,5.0,45.0,4,7,31,0,0,0,0,0,0
2020-07-31,Hot Dog,Platos,14,3.0,42.0,4,7,31,0,0,0,0,0,0
2020-07-31,Brownie,Postres,12,2.5,30.0,4,7,31,0,0,0,0,0,0
2020-08-01,Hamburguesa Clásica,Platos,41,4.5,184.5,5,8,31,1,0,0,1,0,0
2020-08-01,Hamburguesa Especial,Platos,35,6.5,227.5,5,8,31,1,0,0,1,0,0
2020-08-01,Pizza Familiar,Platos,44,12.0,528.0,5,8,31,1,0,0,1,0,25
2020-08-01,Pizza Personal,Platos,53,7.0,371.0,5,8,31,1,0,0,1,0,20
2020-08-01,Papas Fritas,Acompañamientos,53,2.5,132.5,5,8,31,1,0,0,1,0,0
2020-08-01,Papas con Queso,Acompañamientos,42,3.5,147.0,5,8,31,1,0,0,1,0,0
2020-08-01,Pollo Broaster,Platos,25,6.5,162.5,5,8,31,1,0,0,1,0,0
2020-08-01,Alitas BBQ,Acompañamientos,41,8.0,328.0,5,8,31,1,0,0,1,1,0
2020-08-01,Gaseosa,Bebidas,98,1.5,147.0,5,8,31,1,0,0,1,0,0
2020-08-01,Jugo Natural,Bebidas,38,2.0,76.0,5,8,31,1,0,0,1,0,0
2020-08-01,Ensalada César,Acompañamientos,18,5.0,90.0,5,8,31,1,0,0,1,0,20
2020-08-01,Hot Dog,Platos,25,3.0,75.0,5,8,31,1,0,0,1,0,0
2020-08-01,Brownie,Postres,24,2.5,60.0,5,8,31,1,0,0,1,0,20
2020-08-02,Hamburguesa Clásica,Platos,42,4.5,189.0,6,8,31,1,0,0,1,0,30
2020-08-02,Hamburguesa Especial,Platos,27,6.5,175.5,6,8,31,1,0,0,1,0,0
2020-08-02,Pizza Familiar,Platos,25,12.0,300.0,6,8,31,1,0,0,1,0,0
2020-08-02,Pizza Personal,Platos,39,7.0,273.0,6,8,31,1,0,0,1,0,0
2020-08-02,Papas Fritas,Acompañamientos,48,2.5,120.0,6,8,31,1,0,0,1,0,0
2020-08-02,Papas con Queso,Acompañamientos,45,3.5,157.5,6,8,31,1,0,0,1,0,20
2020-08-02,Pollo Broaster,Platos,26,6.5,169.0,6,8,31,1,0,0,1,0,0
2020-08-02,Alitas BBQ,Acompañamientos,25,8.0,200.0,6,8,31,1,0,0,1,0,0
2020-08-02,Gaseosa,Bebidas,75,1.5,112.5,6,8,31,1,0,0,1,0,0
2020-08-02,Jugo Natural,Bebidas,33,2.0,66.0,6,8,31,1,0,0,1,0,0
2020-08-02,Ensalada César,Acompañamientos,24,5.0,120.0,6,8,31,1,0,0,1,1,0
2020-08-02,Hot Dog,Platos,27,3.0,81.0,6,8,31,1,0,0,1,0,0
2020-08-02,Brownie,Postres,15,2.5,37.5,6,8,31,1,0,0,1,0,0
2020-08-03,Hamburguesa Clásica,Platos,20,4.5,90.0,0,8,32,0,0,0,1,0,0
2020-08-03,Hamburguesa Especial,Platos,14,6.5,91.0,0,8,32,0,0,0,1,0,20
2020-08-03,Pizza Familiar,Platos,10,12.0,120.0,0,8,32,0,0,0,1,0,0
2020-08-03,Pizza Personal,Platos,9,7.0,63.0,0,8,32,0,0,0,1,0,0
2020-08-03,Papas Fritas,Acompañamientos,22,2.5,55.0,0,8,32,0,0,0,1,0,20
2020-08-03,Papas con Queso,Acompañamientos,14,3.5,49.0,0,8,32,0,0,0,1,0,0
2020-08-03,Pollo Broaster,Platos,16,6.5,104.0,0,8,32,0,0,0,1,0,25
2020-08-03,Alitas BBQ,Acompañamientos,8,8.0,64.0,0,8,32,0,0,0,1,0,0
2020-08-03,Gaseosa,Bebidas,30,1.5,45.0,0,8,32,0,0,0,1,0,0
2020-08-03,Jugo Natural,Bebidas,26,2.0,52.0,0,8,32,0,0,0,1,1,0
2020-08-03,Ensalada César,Acompañamientos,13,5.0,65.0,0,8,32,0,0,0,1,1,0
2020-08-03,Hot Dog,Platos,10,3.0,30.0,0,8,32,0,0,0,1,0,0
2020-08-03,Brownie,Postres,8,2.5,20.0,0,8,32,0,0,0,1,0,0
2020-08-04,Hamburguesa Clásica,Platos,26,4.5,117.0,1,8,32,0,0,0,1,0,0
2020-08-04,Hamburguesa Especial,Platos,13,6.5,84.5,1,8,32,0,0,0,1,0,0
2020-08-04,Pizza Familiar,Platos,9,12.0,108.0,1,8,32,0,0,0,1,0,20
2020-08-04,Pizza Personal,Platos,12,7.0,84.0,1,8,32,0,0,0,1,0,0
2020-08-04,Papas Fritas,Acompañamientos,22,2.5,55.0,1,8,32,0,0,0,1,0,0
2020-08-04,Papas con Queso,Acompañamientos,16,3.5,56.0,1,8,32,0,0,0,1,0,0
2020-08-04,Pollo Broaster,Platos,16,6.5,104.0,1,8,32,0,0,0,1,0,0
2020-08-04,Alitas BBQ,Acompañamientos,7,8.0,56.0,1,8,32,0,0,0,1,0,0
2020-08-04,Gaseosa,Bebidas,35,1.5,52.5,1,8,32,0,0,0,1,0,0
2020-08-04,Jugo Natural,Bebidas,19,2.0,38.0,1,8,32,0,0,0,1,0,0
2020-08-04,Ensalada César,Acompañamientos,10,5.0,50.0,1,8,32,0,0,0,1,0,0
2020-08-04,Hot Dog,Platos,13,3.0,39.0,1,8,32,0,0,0,1,0,0
2020-08-04,Brownie,Postres,9,2.5,22.5,1,8,32,0,0,0,1,0,0
2020-08-05,Hamburguesa Clásica,Platos,19,4.5,85.5,2,8,32,0,0,0,1,0,0
2020-08-05,Hamburguesa Especial,Platos,11,6.5,71.5,2,8,32,0,0,0,1,0,0
2020-08-05,Pizza Familiar,Platos,9,12.0,108.0,2,8,32,0,0,0,1,0,0
2020-08-05,Pizza Personal,Platos,13,7.0,91.0,2,8,32,0,0,0,1,0,15
2020-08-05,Papas Fritas,Acompañamientos,28,2.5,70.0,2,8,32,0,0,0,1,0,0
2020-08-05,Papas con Queso,Acompañamientos,18,3.5,63.0,2,8,32,0,0,0,1,0,15
2020-08-05,Pollo Broaster,Platos,16,6.5,104.0,2,8,32,0,0,0,1,0,0
2020-08-05,Alitas BBQ,Acompañamientos,9,8.0,72.0,2,8,32,0,0,0,1,0,0
2020-08-05,Gaseosa,Bebidas,40,1.5,60.0,2,8,32,0,0,0,1,0,0
2020-08-05,Jugo Natural,Bebidas,19,2.0,38.0,2,8,32,0,0,0,1,0,0
2020-08-05,Ensalada César,Acompañamientos,15,5.0,75.0,2,8,32,0,0,0,1,0,10
2020-08-05,Hot Dog,Platos,12,3.0,36.0,2,8,32,0,0,0,1,0,0
2020-08-05,Brownie,Postres,8,2.5,20.0,2,8,32,0,0,0,1,0,0
2020-08-06,Hamburguesa Clásica,Platos,19,4.5,85.5,3,8,32,0,0,0,1,0,0
2020-08-06,Hamburguesa Especial,Platos,15,6.5,97.5,3,8,32,0,0,0,1,0,0
2020-08-06,Pizza Familiar,Platos,11,12.0,132.0,3,8,32,0,0,0,1,0,15
2020-08-06,Pizza Personal,Platos,14,7.0,98.0,3,8,32,0,0,0,1,0,0
2020-08-06,Papas Fritas,Acompañamientos,31,2.5,77.5,3,8,32,0,0,0,1,0,0
2020-08-06,Papas con Queso,Acompañamientos,16,3.5,56.0,3,8,32,0,0,0,1,0,0
2020-08-06,Pollo Broaster,Platos,13,6.5,84.5,3,8,32,0,0,0,1,0,0
2020-08-06,Alitas BBQ,Acompañamientos,7,8.0,56.0,3,8,32,0,0,0,1,0,0
2020-08-06,Gaseosa,Bebidas,32,1.5,48.0,3,8,32,0,0,0,1,0,0
2020-08-06,Jugo Natural,Bebidas,23,2.0,46.0,3,8,32,0,0,0,1,0,0
2020-08-06,Ensalada César,Acompañamientos,11,5.0,55.0,3,8,32,0,0,0,1,0,0
2020-08-06,Hot Dog,Platos,9,3.0,27.0,3,8,32,0,0,0,1,0,0
2020-08-06,Brownie,Postres,11,2.5,27.5,3,8,32,0,0,0,1,0,0
2020-08-07,Hamburguesa Clásica,Platos,41,4.5,184.5,4,8,32,0,0,0,1,1,0
2020-08-07,Hamburguesa Especial,Platos,15,6.5,97.5,4,8,32,0,0,0,1,0,0
2020-08-07,Pizza Familiar,Platos,19,12.0,228.0,4,8,32,0,0,0,1,0,0
2020-08-07,Pizza Personal,Platos,23,7.0,161.0,4,8,32,0,0,0,1,0,0
2020-08-07,Papas Fritas,Acompañamientos,42,2.5,105.0,4,8,32,0,0,0,1,1,0
2020-08-07,Papas con Queso,Acompañamientos,21,3.5,73.5,4,8,32,0,0,0,1,0,0
2020-08-07,Pollo Broaster,Platos,20,6.5,130.0,4,8,32,0,0,0,1,0,0
2020-08-07,Alitas BBQ,Acompañamientos,20,8.0,160.0,4,8,32,0,0,0,1,0,0
2020-08-07,Gaseosa,Bebidas,49,1.5,73.5,4,8,32,0,0,0,1,0,0
2020-08-07,Jugo Natural,Bebidas,23,2.0,46.0,4,8,32,0,0,0,1,0,20
2020-08-07,Ensalada César,Acompañamientos,8,5.0,40.0,4,8,32,0,0,0,1,0,0
2020-08-07,Hot Dog,Platos,15,3.0,45.0,4,8,32,0,0,0,1,0,0
2020-08-07,Brownie,Postres,14,2.5,35.0,4,8,32,0,0,0,1,0,0
2020-08-08,Hamburguesa Clásica,Platos,48,4.5,216.0,5,8,32,1,0,0,0,0,0
2020-08-08,Hamburguesa Especial,Platos,43,6.5,279.5,5,8,32,1,0,0,0,0,0
2020-08-08,Pizza Familiar,Platos,33,12.0,396.0,5,8,32,1,0,0,0,0,0
2020-08-08,Pizza Personal,Platos,43,7.0,301.0,5,8,32,1,0,0,0,0,0
2020-08-08,Papas Fritas,Acompañamientos,64,2.5,160.0,5,8,32,1,0,0,0,0,0
2020-08-08,Papas con Queso,Acompañamientos,35,3.5,122.5,5,8,32,1,0,0,0,0,0
2020-08-08,Pollo Broaster,Platos,28,6.5,182.0,5,8,32,1,0,0,0,0,0
2020-08-08,Alitas BBQ,Acompañamientos,36,8.0,288.0,5,8,32,1,0,0,0,0,25
2020-08-08,Gaseosa,Bebidas,60,1.5,90.0,5,8,32,1,0,0,0,0,0
2020-08-08,Jugo Natural,Bebidas,55,2.0,110.0,5,8,32,1,0,0,0,1,0
2020-08-08,Ensalada César,Acompañamientos,15,5.0,75.0,5,8,32,1,0,0,0,0,0
2020-08-08,Hot Dog,Platos,23,3.0,69.0,5,8,32,1,0,0,0,0,0
2020-08-08,Brownie,Postres,27,2.5,67.5,5,8,32,1,0,0,0,0,0
2020-08-09,Hamburguesa Clásica,Platos,44,4.5,198.0,6,8,32,1,0,0,0,1,0
2020-08-09,Hamburguesa Especial,Platos,27,6.5,175.5,6,8,32,1,0,0,0,0,0
2020-08-09,Pizza Familiar,Platos,21,12.0,252.0,6,8,32,1,0,0,0,0,0
2020-08-09,Pizza Personal,Platos,31,7.0,217.0,6,8,32,1,0,0,0,0,0
2020-08-09,Papas Fritas,Acompañamientos,66,2.5,165.0,6,8,32,1,0,0,0,0,15
2020-08-09,Papas con Queso,Acompañamientos,29,3.5,101.5,6,8,32,1,0,0,0,0,0
2020-08-09,Pollo Broaster,Platos,37,6.5,240.5,6,8,32,1,0,0,0,1,0
2020-08-09,Alitas BBQ,Acompañamientos,22,8.0,176.0,6,8,32,1,0,0,0,0,0
2020-08-09,Gaseosa,Bebidas,67,1.5,100.5,6,8,32,1,0,0,0,0,0
2020-08-09,Jugo Natural,Bebidas,33,2.0,66.0,6,8,32,1,0,0,0,0,0
2020-08-09,Ensalada César,Acompañamientos,15,5.0,75.0,6,8,32,1,0,0,0,0,0
2020-08-09,Hot Dog,Platos,20,3.0,60.0,6,8,32,1,0,0,0,0,0
2020-08-09,Brownie,Postres,16,2.5,40.0,6,8,32,1,0,0,0,0,0
2020-08-10,Hamburguesa Clásica,Platos,23,4.5,103.5,0,8,33,0,0,0,0,0,0
2020-08-10,Hamburguesa Especial,Platos,11,6.5,71.5,0,8,33,0,0,0,0,0,0
2020-08-10,Pizza Familiar,Platos,5,12.0,60.0,0,8,33,0,0,0,0,0,0
2020-08-10,Pizza Personal,Platos,10,7.0,70.0,0,8,33,0,0,0,0,0,0
2020-08-10,Papas Fritas,Acompañamientos,20,2.5,50.0,0,8,33,0,0,0,0,0,0
2020-08-10,Papas con Queso,Acompañamientos,17,3.5,59.5,0,8,33,0,0,0,0,0,30
2020-08-10,Pollo Broaster,Platos,10,6.5,65.0,0,8,33,0,0,0,0,0,0
2020-08-10,Alitas BBQ,Acompañamientos,7,8.0,56.0,0,8,33,0,0,0,0,0,0
2020-08-10,Gaseosa,Bebidas,28,1.5,42.0,0,8,33,0,0,0,0,0,0
2020-08-10,Jugo Natural,Bebidas,30,2.0,60.0,0,8,33,0,0,0,0,1,0
2020-08-10,Ensalada César,Acompañamientos,6,5.0,30.0,0,8,33,0,0,0,0,0,0
2020-08-10,Hot Dog,Platos,8,3.0,24.0,0,8,33,0,0,0,0,0,0
2020-08-10,Brownie,Postres,7,2.5,17.5,0,8,33,0,0,0,0,0,0
2020-08-11,Hamburguesa Clásica,Platos,17,4.5,76.5,1,8,33,0,0,0,0,0,0
2020-08-11,Hamburguesa Especial,Platos,14,6.5,91.0,1,8,33,0,0,0,0,0,0
2020-08-11,Pizza Familiar,Platos,9,12.0,108.0,1,8,33,0,0,0,0,0,0
2020-08-11,Pizza Personal,Platos,10,7.0,70.0,1,8,33,0,0,0,0,0,25
2020-08-11,Papas Fritas,Acompañamientos,26,2.5,65.0,1,8,33,0,0,0,0,0,0
2020-08-11,Papas con Queso,Acompañamientos,17,3.5,59.5,1,8,33,0,0,0,0,0,0
2020-08-11,Pollo Broaster,Platos,23,6.5,149.5,1,8,33,0,0,0,0,1,0
2020-08-11,Alitas BBQ,Acompañamientos,6,8.0,48.0,1,8,33,0,0,0,0,0,0
2020-08-11,Gaseosa,Bebidas,26,1.5,39.0,1,8,33,0,0,0,0,0,0
2020-08-11,Jugo Natural,Bebidas,20,2.0,40.0,1,8,33,0,0,0,0,0,0
2020-08-11,Ensalada César,Acompañamientos,15,5.0,75.0,1,8,33,0,0,0,0,1,25
2020-08-11,Hot Dog,Platos,10,3.0,30.0,1,8,33,0,0,0,0,0,0
2020-08-11,Brownie,Postres,9,2.5,22.5,1,8,33,0,0,0,0,0,0
2020-08-12,Hamburguesa Clásica,Platos,19,4.5,85.5,2,8,33,0,0,0,0,0,15
2020-08-12,Hamburguesa Especial,Platos,12,6.5,78.0,2,8,33,0,0,0,0,0,0
2020-08-12,Pizza Familiar,Platos,5,12.0,60.0,2,8,33,0,0,0,0,0,0
2020-08-12,Pizza Personal,Platos,9,7.0,63.0,2,8,33,0,0,0,0,0,0
2020-08-12,Papas Fritas,Acompañamientos,24,2.5,60.0,2,8,33,0,0,0,0,0,0
2020-08-12,Papas con Queso,Acompañamientos,11,3.5,38.5,2,8,33,0,0,0,0,0,0
2020-08-12,Pollo Broaster,Platos,16,6.5,104.0,2,8,33,0,0,0,0,0,0
2020-08-12,Alitas BBQ,Acompañamientos,6,8.0,48.0,2,8,33,0,0,0,0,0,0
2020-08-12,Gaseosa,Bebidas,28,1.5,42.0,2,8,33,0,0,0,0,0,0
2020-08-12,Jugo Natural,Bebidas,18,2.0,36.0,2,8,33,0,0,0,0,0,0
2020-08-12,Ensalada César,Acompañamientos,11,5.0,55.0,2,8,33,0,0,0,0,0,0
2020-08-12,Hot Dog,Platos,8,3.0,24.0,2,8,33,0,0,0,0,0,0
2020-08-12,Brownie,Postres,10,2.5,25.0,2,8,33,0,0,0,0,0,0
2020-08-13,Hamburguesa Clásica,Platos,21,4.5,94.5,3,8,33,0,0,0,0,0,0
2020-08-13,Hamburguesa Especial,Platos,11,6.5,71.5,3,8,33,0,0,0,0,0,0
2020-08-13,Pizza Familiar,Platos,11,12.0,132.0,3,8,33,0,0,0,0,0,10
2020-08-13,Pizza Personal,Platos,12,7.0,84.0,3,8,33,0,0,0,0,0,0
2020-08-13,Papas Fritas,Acompañamientos,24,2.5,60.0,3,8,33,0,0,0,0,0,0
2020-08-13,Papas con Queso,Acompañamientos,15,3.5,52.5,3,8,33,0,0,0,0,0,0
2020-08-13,Pollo Broaster,Platos,13,6.5,84.5,3,8,33,0,0,0,0,0,0
2020-08-13,Alitas BBQ,Acompañamientos,9,8.0,72.0,3,8,33,0,0,0,0,0,0
2020-08-13,Gaseosa,Bebidas,58,1.5,87.0,3,8,33,0,0,0,0,1,0
2020-08-13,Jugo Natural,Bebidas,23,2.0,46.0,3,8,33,0,0,0,0,0,0
